Year,Appendix,Taxon,Class,Order,Family,Genus,Importer,Importer reported quantity,Term,Unit,Purpose,Source
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,HK,3000,live,Number of specimens,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,ID,3890,live,,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,HK,4666,live,Number of specimens,T,C
2020,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,ID,4800,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,PH,2,live,,B,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,PH,14,live,,B,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,PH,100,live,,B,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,PH,100,live,,B,F
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,1,live,Number of specimens,P,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,1,live,Number of specimens,P,R
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,1,live,Number of specimens,P,U
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,PH,1,shells,,P,O
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,PL,1,live,,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,AE,1,live,Number of specimens,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,1,live,,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DK,1,live,,P,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KE,1,live,Number of specimens,P,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,PL,1,live,,P,R
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,AE,1,live,Number of specimens,P,C
2021,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,1,live,Number of specimens,P,F
2021,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,1,live,Number of specimens,P,F
2021,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,DE,1,live,Number of specimens,P,F
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,AE,2,live,Number of specimens,P,F
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,FR,2,live,Number of specimens,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,2,live,Number of specimens,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,TH,2,live,,P,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,2,live,Number of specimens,P,F
2021,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,2,live,Number of specimens,P,C
2021,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,2,live,Number of specimens,P,C
2021,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,GR,2,live,,P,C
2021,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GR,7,live,,P,C
2021,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GR,8,live,,P,C
2021,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,10,live,Number of specimens,P,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,24,live,,P,C
2021,I,Testudo kleinmanni,Reptilia,Testudines,Testudinidae,Testudo,DE,5,specimens,Number of specimens,S,C
2021,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,20,specimens,Number of specimens,S,W
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,1,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,2,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,3,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,NO,4,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,JP,5,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,JP,5,live,Number of specimens,T,F
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,HK,12,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,HK,12,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,15,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,15,live,Number of specimens,T,R
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,JP,16,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,20,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,TH,22,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,25,live,Number of specimens,T,F
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,KR,30,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,30,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,30,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,MY,30,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,MY,30,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,30,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,KR,30,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,NO,37,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,MY,50,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,TH,50,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,HK,50,live,Number of specimens,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,50,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,50,live,Number of specimens,T,F
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,HK,51,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,ID,53,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,KR,55,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,60,live,Number of specimens,T,F
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,KR,62,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,MY,100,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,110,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,HK,110,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,KR,120,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,KR,120,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,ID,150,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,ID,150,live,,T,R
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,NO,156,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,170,live,Number of specimens,T,F
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,KR,171,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,185,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,KR,200,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,KR,200,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,ES,250,live,,T,W
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,300,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,PL,300,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,PL,300,live,,T,W
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,TH,300,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,306,live,Number of specimens,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,JP,320,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,384,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,440,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,440,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,440,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,HK,500,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,OM,500,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,PL,500,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,FR,500,live,Number of specimens,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,ID,500,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,500,live,,T,C
2020,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,ID,500,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,ID,515,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,515,live,Number of specimens,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,ID,550,live,,T,R
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,558,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,JP,575,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,JP,580,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,JP,600,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,600,live,Number of specimens,T,R
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,TH,669,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,ID,800,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,IT,880,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,897,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,ID,900,live,,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,JP,900,live,Number of specimens,T,C
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,ID,1000,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,1000,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,FR,1000,live,Number of specimens,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,1000,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,1000,live,Number of specimens,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,JP,1000,live,Number of specimens,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,JP,1000,live,Number of specimens,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,NL,1000,live,,T,F
2021,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,SI,1000,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,KR,1050,live,Number of specimens,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,ID,1100,live,,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,1200,live,,T,W
2020,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,JP,1300,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,KR,1350,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,HK,1600,live,Number of specimens,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,1742,live,,T,F
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,ID,1800,live,,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,HK,1900,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,2000,live,,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,NL,2000,live,,T,R
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,JP,2050,live,Number of specimens,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,2500,live,Number of specimens,T,F
2021,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,2667,live,Number of specimens,T,C
2021,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,3000,live,Number of specimens,T,R
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,3500,live,Number of specimens,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,FR,3500,live,Number of specimens,T,F
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,3500,live,,T,R
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,JP,4100,live,Number of specimens,T,C
2021,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,4500,live,Number of specimens,T,F
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,HK,4650,live,Number of specimens,T,C
2020,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,DE,5791,live,,T,C
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,IT,6475,live,,T,W
2020,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,DE,8200,live,,T,F
2020,I,Testudinidae spp.,Reptilia,Testudines,Testudinidae,Unspecified,GB,6,carvings,Number of specimens,T,O
2020,II,Aphonopelma albiceps,Arachnida,Araneae,Theraphosidae,Aphonopelma,GB,200,live,Number of specimens,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,30,live,Number of specimens,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,30,live,Number of specimens,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,30,live,Number of specimens,T,C
2020,II,Brachypelma epicureanum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,30,live,Number of specimens,T,C
2020,II,Brachypelma sabulosum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,30,live,Number of specimens,T,C
2020,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,PL,40,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,40,live,Number of specimens,T,C
2020,II,Brachypelma schroederi,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,40,live,Number of specimens,T,C
2020,II,Brachypelma baumgarteni,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,50,live,Number of specimens,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,50,live,Number of specimens,T,C
2020,II,Brachypelma spp.,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,65,live,Number of specimens,T,C
2020,II,Brachypelma annitha,Arachnida,Araneae,Theraphosidae,Brachypelma,NL,89,live,,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,96,live,Number of specimens,T,C
2020,II,Brachypelma emilia,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,99,live,Number of specimens,T,C
2020,II,Brachypelma spp.,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,100,live,Number of specimens,T,C
2020,II,Brachypelma hamorii,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,100,live,Number of specimens,T,C
2021,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,DE,100,live,Number of specimens,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,JP,200,live,Number of specimens,T,C
2020,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,PL,200,live,,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,200,live,Number of specimens,T,C
2020,II,Brachypelma boehmei,Arachnida,Araneae,Theraphosidae,Brachypelma,PL,200,live,,T,C
2020,II,Brachypelma kahlenbergi,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,200,live,Number of specimens,T,C
2020,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,PL,200,live,,T,C
2020,II,Brachypelma verdezi,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,200,live,Number of specimens,T,C
2020,II,Brachypelma auratum,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,250,live,Number of specimens,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,300,live,Number of specimens,T,C
2020,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,NL,362,live,,T,C
2020,II,Brachypelma smithi,Arachnida,Araneae,Theraphosidae,Brachypelma,GB,400,live,Number of specimens,T,C
2020,II,Brachypelma albopilosum,Arachnida,Araneae,Theraphosidae,Brachypelma,ES,915,live,,T,C
2020,II,Poecilotheria metallica,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,10,live,Number of specimens,T,C
2020,II,Poecilotheria formosa,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,20,live,Number of specimens,T,F
2020,II,Poecilotheria regalis,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,25,live,Number of specimens,T,F
2020,II,Poecilotheria miranda,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,30,live,Number of specimens,T,F
2020,II,Poecilotheria smithi,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,30,live,Number of specimens,T,O
2020,II,Poecilotheria tigrinawesseli,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,30,live,Number of specimens,T,F
2020,II,Poecilotheria metallica,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,50,live,Number of specimens,T,C
2020,II,Poecilotheria ornata,Arachnida,Araneae,Theraphosidae,Poecilotheria,JP,50,live,Number of specimens,T,F
2020,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,CN,80,live,Number of specimens,B,C
2020,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,GB,1,bodies,Number of specimens,P,C
2020,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,FR,0.6667,jewellery,Number of specimens,T,F
2020,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,TH,40,live,,T,C
2020,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,CL,10,live,,Z,C
2020,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,ML,130,unspecified,,Unspecified,
2021,I,Geronticus eremita,Aves,Ciconiiformes,Threskiornithidae,Geronticus,TR,1,trophies,,E,W
2020,I,Geronticus eremita,Aves,Ciconiiformes,Threskiornithidae,Geronticus,ES,3,live,,Z,C
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,2,raw corals,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,CL,3,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,CL,5,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,MY,5,raw corals,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,LK,10,live,,T,C
2021,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,LK,10,live,Number of specimens,T,C
2021,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,TR,15,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,19,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,CZ,20,live,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,IE,20,raw corals,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,NO,20,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,NO,20,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,ZA,21,live,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,CN,30,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,MY,30,raw corals,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,NZ,30,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,40,raw corals,Number of specimens,T,F
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,MY,40,raw corals,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,50,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,NZ,50,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,ZA,50,live,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,AE,58,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,AT,59,live,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,SG,70,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,NZ,76,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,AE,85,raw corals,Number of specimens,T,W
2021,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,AT,89,live,,T,W
2021,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,CZ,90,live,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,HK,92,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,PT,120,live,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,140,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,PL,150,live,,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,PL,200,live,,T,C
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,HK,211,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,230,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,HK,233,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,250,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,250,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,HK,255,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,JP,262,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,KR,345,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,JP,359,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,JP,610,raw corals,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,FR,939,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,SG,1120,live,Number of specimens,T,W
2020,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,IT,1245,live,,T,W
