Year,Appendix,Taxon,Class,Order,Family,Genus,Importer,Exporter,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-SG,E-HK,5.43,,specimens,g,L,I
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-AT,E-CH,52,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-AT,E-MC,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-AU,E-GB,,174,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-AU,E-ZA,,100,piano keys,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-BE,E-CH,200,,piano keys,g,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-GB,2,,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-IE,,88,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-IE,88,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-US,55,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-ZA,,164,piano keys,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-DE,,52,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-IT,,1,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CN,E-CA,,1,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-DE,E-CH,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-DE,E-CH,420,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-DE,E-NZ,,36,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-DK,E-CH,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-FI,E-NO,52,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-FI,E-NO,,1,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-FR,E-AU,4,,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-FR,E-CH,242,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-CA,,27,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-HK,,6,ivory carvings,Number of specimens,P,U
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-NZ,,52,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-PH,,1,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-ZA,52,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-ZA,2,,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-ZA,,8,ivory carvings,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-ZA,,294,piano keys,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-ZA,,1,tusks,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-HK,E-FR,1,,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-IT,E-CH,1,,piano keys,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-IT,E-ZA,,50,piano keys,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-LT,E-CH,1,,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NL,E-CA,,52,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NO,E-CA,,1,ivory carvings,Number of specimens,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NO,E-FI,52,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NO,E-ZA,,52,piano keys,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-GB,1,,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-GB,,50,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-NL,51,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-SG,,16,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-ZA,52,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-ZA,202,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NZ,E-ZA,,304,piano keys,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-PT,E-CH,52,,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-PT,E-ZA,,156,piano keys,,P,W
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-SG,E-GB,1,,ivory pieces,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-US,E-CA,,102,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-US,E-FR,,1,ivory carvings,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-US,E-GB,,40,piano keys,Number of specimens,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-US,E-GR,,1.535,ivory carvings,kg,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-XX,E-DE,,8,ivory carvings,,P,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-AU,E-NL,,38,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-IT,,1,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-DE,E-CH,5,,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-EG,E-GB,,23,ivory carvings,Number of specimens,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-ES,E-JP,2,,jewellery - ivory ,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-ES,E-JP,,2,ivory carvings,Number of specimens,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-SG,,3,ivory pieces,Number of specimens,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-JP,E-SE,41,,ivory carvings,Number of specimens,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NL,E-RU,17,,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-RU,E-DE,,5,ivory carvings,,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-XV,E-CA,,2,ivory carvings,Number of specimens,Q,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-AU,E-GB,,2,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-AU,E-GB,,1,leather products (large),Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-FR,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-GB,17,4,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-NL,47,,piano keys,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CA,E-NL,,47,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-BE,,0.2,ivory carvings,kg,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-DE,,8,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-FR,,1,jewellery - ivory ,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-FR,,7,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-GB,,2,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-HU,,52,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CH,E-PL,,154,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-CN,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-DE,E-ZA,,1,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-ES,E-CH,88,,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-CA,1,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-CH,3,,ivory carvings,Number of specimens,T,C
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-CH,90,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-CH,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-HK,9,8,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-IL,1,,jewellery - ivory ,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-SG,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-GB,E-ZA,,1,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-HK,E-FR,3,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-HK,E-GB,3,3,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-HK,E-GB,1,,ivory carvings,Number of specimens,T,U
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-JP,E-CZ,,52,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-JP,E-CZ,52,,piano keys,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-KH,E-FR,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-KR,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-MX,E-ES,,6,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-MY,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NL,E-CH,2,,ivory carvings,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NO,E-JP,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NO,E-PL,52,,piano keys,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NO,E-PL,,156,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-PL,E-CH,104,,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-PL,E-NO,364,,piano keys,,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-PL,E-NO,,52,piano keys,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-PT,E-CH,2,,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-RU,E-GB,,6,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-SA,E-FR,,1.5,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-SG,E-GB,,9,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-TW,E-BE,,0.01,ivory carvings,kg,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-US,E-GB,,3,ivory carvings,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-US,E-GB,,52,piano keys,Number of specimens,T,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-NL,E-RU,,17,ivory carvings,,Unspecified,O
2020,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,I-US,E-RU,,13,ivory carvings,,Unspecified,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-CA,E-BE,450,,specimens,ml,B,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-NL,E-CH,3,,ivory carvings,,E,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-KH,E-PK,1,,live,,N,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AU,E-NZ,,260,ivory pieces,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AU,E-NZ,,14,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AU,E-NZ,,88,ivory pieces,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AU,E-NZ,,20,ivory pieces,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-CH,E-GB,,1,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-CH,E-GB,,1,tusks,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-GB,E-AU,1,,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-GB,E-CA,,1,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-GB,E-HK,,4,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-GB,E-ZA,,18,ivory carvings,,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-HK,E-CA,,2,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-IM,E-BH,45,,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-NZ,E-GB,38,,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-CA,,1,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-JP,,30,ivory carvings,Number of specimens,P,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AE,E-FR,2,3,ivory carvings,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AF,E-HK,,42,ivory carvings,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-CH,E-DE,,1,ivory carvings,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-DE,E-CH,4,,ivory carvings,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-FR,E-AE,,2,ivory carvings,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-GB,E-JP,1,,ivory carvings,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-IN,E-DE,,1,bodies,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-IN,E-DE,,3,live,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-KG,E-RU,,2,live,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-KR,E-DE,2,,garments,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-KR,E-DE,1,,ivory carvings,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-CA,,1,ivory carvings,Number of specimens,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-JP,,2,ivory carvings,Number of specimens,Q,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-XV,E-DE,,1,live,,Q,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-XX,E-DE,,10,ivory carvings,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-XX,E-DE,,1,live,,Q,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-FI,E-MM,6600,,specimens,ml,S,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-FI,E-MM,800,,specimens,,S,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-KR,E-LK,,900,specimens,Number of specimens,S,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-LK,,101,specimens,Number of specimens,S,W
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AU,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-CH,E-GB,,3,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-DK,E-CA,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-GB,E-CH,3,,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-HK,E-GB,5,5,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-JP,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-JP,E-GB,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-KW,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-MY,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-NO,E-GB,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-NZ,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-NZ,E-GB,1,,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-QA,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-RU,E-IT,,1,ivory carvings,,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-TW,E-GB,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-CA,,1,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-GB,,2,ivory carvings,Number of specimens,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-IT,,2,ivory carvings,,T,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-AU,E-GB,,2,live,Number of specimens,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-BR,E-AR,,1,live,Number of specimens,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-BR,E-AR,,1,live,Number of specimens,Z,O
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-CH,E-NL,,1,live,,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-KH,E-PK,,1,live,,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-SG,E-IN,,0.043055556,live,Number of specimens,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-US,E-CA,,2,live,Number of specimens,Z,C
2020,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,I-HK,E-RU,,3,ivory carvings,,Unspecified,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-AU,E-VU,,2,carapaces,,P,
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-CA,E-CH,1,,carvings,Number of specimens,P,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-SG,E-CH,3,,carvings,Number of specimens,P,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-AT,E-JP,2,,carvings,,Q,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-CN,E-GB,1,,bone carvings,Number of specimens,Q,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-CN,E-GB,,2,carvings,Number of specimens,Q,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-MY,E-GB,,1,carvings,Number of specimens,Q,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-AU,E-VU,,18,specimens,,S,W
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-US,E-AI,,1,specimens,Number of specimens,S,W
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-US,E-CR,,54,specimens,Number of specimens,S,W
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-AU,E-GB,,2,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-CH,E-FR,,2,jewellery,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-CH,E-GB,,4,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-CN,E-GB,,1,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-FR,E-CH,1,,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-GB,E-CH,14,,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-GB,E-US,2,,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-HK,E-GB,,2,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-KR,E-GB,,1,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-KR,E-GB,1,,shells,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-MY,E-GB,1,,carvings,,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-RU,E-GB,,3,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-SG,E-FR,,1,jewellery,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-US,E-FR,,5.5,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-US,E-GB,,3,carvings,Number of specimens,T,O
2020,I,Eretmochelys imbricata imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,I-US,E-FR,,1,carvings,Number of specimens,T,O
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-BE,E-ZA,,1,bones,,P,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-DK,E-ZA,,2,specimens,,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-GB,E-FK,12,,baleen,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-GB,E-FK,,0.35,bone pieces,kg,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-GB,E-FK,,0.213,skin pieces,kg,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-GB,E-FK,36,,skin pieces,Number of specimens,S,W
2020,I,Eubalaena australis,Mammalia,Cetacea,Balaenidae,Eubalaena,I-GB,E-FK,,0.538,specimens,kg,S,W
